VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y
2031, 474,  0.08046, -0.00524,  0.27696,  0.75977, -0.61377, -0.21436,  0.00, -0.61816, -0.78418,  0.05417, -1.00,  0.32349,  0.41846
2032, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2033, 477,  0.07362, -0.00725,  0.26848,  0.35938, -0.73438, -0.57568,  0.00, -0.78906, -0.56836,  0.23267, -1.00,  0.33423,  0.39941
2034, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2035, 474,  0.08046, -0.00524,  0.27696,  0.75977, -0.61377, -0.21436,  0.00, -0.61816, -0.78418,  0.05417, -1.00,  0.32349,  0.41846
2036, 470,  0.06738, -0.01807,  0.29469,  0.48706, -0.85156, -0.19409,  0.00, -0.84082, -0.51758,  0.15955, -1.00,  0.36523,  0.44824
2037, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2038, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2039, 470,  0.06738, -0.01807,  0.29469,  0.48706, -0.85156, -0.19409,  0.00, -0.84082, -0.51758,  0.15955, -1.00,  0.36523,  0.44824
2040, 477,  0.07362, -0.00725,  0.26848,  0.35938, -0.73438, -0.57568,  0.00, -0.78906, -0.56836,  0.23267, -1.00,  0.33423,  0.39941
2041, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2042, 478,  0.0722, -1.57095E-17,  0.26159,  0.09924,  0.00, -0.99512,  0.00, -0.83594, -0.54297, -0.08337, -1.00,  0.32422,  0.38257
2043, 477,  0.07362, -0.00725,  0.26848,  0.35938, -0.73438, -0.57568,  0.00, -0.78906, -0.56836,  0.23267, -1.00,  0.33423,  0.39941
2044, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2045, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2046, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2047, 482,  0.0621, -1.57095E-17,  0.26692,  0.49927,  0.00, -0.8667,  0.00, -0.5249, -0.79541, -0.30249, -1.00,  0.34473,  0.37573
2048, 478,  0.0722, -1.57095E-17,  0.26159,  0.09924,  0.00, -0.99512,  0.00, -0.83594, -0.54297, -0.08337, -1.00,  0.32422,  0.38257
2049, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2050, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2051, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2052, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2053, 479,  0.06213, -0.02101,  0.28332,  0.21289, -0.93652, -0.27881,  0.00, -0.92383, -0.28589,  0.25513, -1.00,  0.37256,  0.42358
2054, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2055, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2056, 482,  0.0621, -1.57095E-17,  0.26692,  0.49927,  0.00, -0.8667,  0.00, -0.5249, -0.79541, -0.30249, -1.00,  0.34473,  0.37573
2057, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2058, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2059, 481,  0.06132, -0.01154,  0.27292,  0.39795, -0.7334, -0.55127,  0.00, -0.81152, -0.56201,  0.16187, -1.00,  0.3623,  0.39673
2060, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2061, 482,  0.0621, -1.57095E-17,  0.26692,  0.49927,  0.00, -0.8667,  0.00, -0.5249, -0.79541, -0.30249, -1.00,  0.34473,  0.37573
2062, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2063, 485,  0.05975, -1.57095E-17,  0.25779,  0.70068,  0.00, -0.71338,  0.00, -0.38281, -0.84375, -0.37622, -1.00,  0.35059,  0.35913
2064, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2065, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2066, 470,  0.06738, -0.01807,  0.29469,  0.48706, -0.85156, -0.19409,  0.00, -0.84082, -0.51758,  0.15955, -1.00,  0.36523,  0.44824
2067, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2068, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2069, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2070, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2071, 470,  0.06738, -0.01807,  0.29469,  0.48706, -0.85156, -0.19409,  0.00, -0.84082, -0.51758,  0.15955, -1.00,  0.36523,  0.44824
2072, 488,  0.06574, -0.02169,  0.30778,  0.44678, -0.86719, -0.21936,  0.00, -0.86914, -0.47876,  0.12366, -1.00,  0.375,  0.47388
2073, 470,  0.06738, -0.01807,  0.29469,  0.48706, -0.85156, -0.19409,  0.00, -0.84082, -0.51758,  0.15955, -1.00,  0.36523,  0.44824
2074, 469,  0.07655, -0.01799,  0.3094, -0.08655, -0.81348, -0.5752,  0.00, -0.86914, -0.2207,  0.44287, -1.00,  0.35425,  0.48096
2075, 488,  0.06574, -0.02169,  0.30778,  0.44678, -0.86719, -0.21936,  0.00, -0.86914, -0.47876,  0.12366, -1.00,  0.375,  0.47388
2076, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2077, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2078, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2079, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2080, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2081, 490,  0.04741, -0.02796,  0.27452,  0.51807, -0.85449, -0.03482,  0.00, -0.84619, -0.51807,  0.12469, -1.00,  0.40503,  0.39941
2082, 483,  0.05585, -0.01785,  0.27924,  0.47119, -0.81494, -0.33765,  0.00, -0.83643, -0.53418,  0.12238, -1.00,  0.38013,  0.41016
2083, 490,  0.04741, -0.02796,  0.27452,  0.51807, -0.85449, -0.03482,  0.00, -0.84619, -0.51807,  0.12469, -1.00,  0.40503,  0.39941
2084, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2085, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2086, 491,  0.05694, -0.00884,  0.26142,  0.65918, -0.32788, -0.67676,  0.00, -0.53223, -0.83936, -0.11151, -1.00,  0.36646,  0.36987
2087, 485,  0.05975, -1.57095E-17,  0.25779,  0.70068,  0.00, -0.71338,  0.00, -0.38281, -0.84375, -0.37622, -1.00,  0.35059,  0.35913
2088, 492,  0.05561, -0.00339,  0.25549, -0.09821, -0.02324, -0.99512,  0.00, -0.54004, -0.83838,  0.07288, -1.00,  0.36133,  0.35522
2089, 485,  0.05975, -1.57095E-17,  0.25779,  0.70068,  0.00, -0.71338,  0.00, -0.38281, -0.84375, -0.37622, -1.00,  0.35059,  0.35913
2090, 491,  0.05694, -0.00884,  0.26142,  0.65918, -0.32788, -0.67676,  0.00, -0.53223, -0.83936, -0.11151, -1.00,  0.36646,  0.36987
2091, 492,  0.05561, -0.00339,  0.25549, -0.09821, -0.02324, -0.99512,  0.00, -0.54004, -0.83838,  0.07288, -1.00,  0.36133,  0.35522
2092, 493,  0.05577, -1.57095E-17,  0.2587, -0.54297,  0.00, -0.83984,  0.00, -0.04163, -0.99854,  0.02692, -1.00,  0.35278,  0.35156
2093, 485,  0.05975, -1.57095E-17,  0.25779,  0.70068,  0.00, -0.71338,  0.00, -0.38281, -0.84375, -0.37622, -1.00,  0.35059,  0.35913
2094, 492,  0.05561, -0.00339,  0.25549, -0.09821, -0.02324, -0.99512,  0.00, -0.54004, -0.83838,  0.07288, -1.00,  0.36133,  0.35522
2095, 491,  0.05694, -0.00884,  0.26142,  0.65918, -0.32788, -0.67676,  0.00, -0.53223, -0.83936, -0.11151, -1.00,  0.36646,  0.36987
2096, 494,  0.05546, -0.01271,  0.2591,  0.59668, -0.3667, -0.71338,  0.00, -0.604, -0.79053, -0.09882, -1.00,  0.37524,  0.36743
2097, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2098, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2099, 491,  0.05694, -0.00884,  0.26142,  0.65918, -0.32788, -0.67676,  0.00, -0.53223, -0.83936, -0.11151, -1.00,  0.36646,  0.36987
2100, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2101, 494,  0.05546, -0.01271,  0.2591,  0.59668, -0.3667, -0.71338,  0.00, -0.604, -0.79053, -0.09882, -1.00,  0.37524,  0.36743
2102, 491,  0.05694, -0.00884,  0.26142,  0.65918, -0.32788, -0.67676,  0.00, -0.53223, -0.83936, -0.11151, -1.00,  0.36646,  0.36987
2103, 484,  0.05911, -0.01178,  0.26363,  0.79053, -0.43896, -0.42676,  0.00, -0.54443, -0.82275, -0.1626, -1.00,  0.36792,  0.37817
2104, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2105, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2106, 496,  0.04773, -0.01453,  0.25923, -0.46729, -0.21887, -0.85645,  0.00, -0.80762, -0.28809,  0.51416, -1.00,  0.38965,  0.3645
2107, 494,  0.05546, -0.01271,  0.2591,  0.59668, -0.3667, -0.71338,  0.00, -0.604, -0.79053, -0.09882, -1.00,  0.37524,  0.36743
2108, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2109, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2110, 497,  0.0491, -0.01686,  0.26171, -0.0174, -0.55176, -0.83398,  0.00, -0.87744, -0.39111,  0.2771, -1.00,  0.39014,  0.37134
2111, 496,  0.04773, -0.01453,  0.25923, -0.46729, -0.21887, -0.85645,  0.00, -0.80762, -0.28809,  0.51416, -1.00,  0.38965,  0.3645
2112, 497,  0.0491, -0.01686,  0.26171, -0.0174, -0.55176, -0.83398,  0.00, -0.87744, -0.39111,  0.2771, -1.00,  0.39014,  0.37134
2113, 495,  0.05402, -0.01494,  0.26008,  0.40527, -0.65088, -0.64209,  0.00, -0.82275, -0.56543,  0.05402, -1.00,  0.37939,  0.37109
2114, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2115, 498,  0.0433, -0.02171,  0.26184,  0.01912, -0.45923, -0.88818,  0.00, -0.90088, -0.39331,  0.18396, -1.00,  0.40405,  0.37231
2116, 497,  0.0491, -0.01686,  0.26171, -0.0174, -0.55176, -0.83398,  0.00, -0.87744, -0.39111,  0.2771, -1.00,  0.39014,  0.37134
2117, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2118, 497,  0.0491, -0.01686,  0.26171, -0.0174, -0.55176, -0.83398,  0.00, -0.87744, -0.39111,  0.2771, -1.00,  0.39014,  0.37134
2119, 498,  0.0433, -0.02171,  0.26184,  0.01912, -0.45923, -0.88818,  0.00, -0.90088, -0.39331,  0.18396, -1.00,  0.40405,  0.37231
2120, 499,  0.03891, -0.01864,  0.26148, -0.56445,  0.21277, -0.79736,  0.00, -0.81885, -0.26685,  0.5083, -1.00,  0.40967,  0.36426
2121, 499,  0.03891, -0.01864,  0.26148, -0.56445,  0.21277, -0.79736,  0.00, -0.81885, -0.26685,  0.5083, -1.00,  0.40967,  0.36426
2122, 498,  0.0433, -0.02171,  0.26184,  0.01912, -0.45923, -0.88818,  0.00, -0.90088, -0.39331,  0.18396, -1.00,  0.40405,  0.37231
2123, 500,  0.03291, -0.02662,  0.27154, -0.66406, -0.54053, -0.5166,  0.00, -0.72705,  0.30518,  0.61523, -1.00,  0.43066,  0.38452
2124, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2125, 501,  0.04305, -0.02883,  0.26736,  0.10065, -0.85596, -0.50684,  0.00, -0.9375, -0.2522,  0.23962, -1.00,  0.41089,  0.38623
2126, 498,  0.0433, -0.02171,  0.26184,  0.01912, -0.45923, -0.88818,  0.00, -0.90088, -0.39331,  0.18396, -1.00,  0.40405,  0.37231
2127, 500,  0.03291, -0.02662,  0.27154, -0.66406, -0.54053, -0.5166,  0.00, -0.72705,  0.30518,  0.61523, -1.00,  0.43066,  0.38452
2128, 498,  0.0433, -0.02171,  0.26184,  0.01912, -0.45923, -0.88818,  0.00, -0.90088, -0.39331,  0.18396, -1.00,  0.40405,  0.37231
2129, 501,  0.04305, -0.02883,  0.26736,  0.10065, -0.85596, -0.50684,  0.00, -0.9375, -0.2522,  0.23962, -1.00,  0.41089,  0.38623
2130, 501,  0.04305, -0.02883,  0.26736,  0.10065, -0.85596, -0.50684,  0.00, -0.9375, -0.2522,  0.23962, -1.00,  0.41089,  0.38623
2131, 489,  0.05347, -0.01715,  0.26385,  0.56934, -0.72852, -0.38086,  0.00, -0.76953, -0.63525,  0.06396, -1.00,  0.38306,  0.37842
2132, 490,  0.04741, -0.02796,  0.27452,  0.51807, -0.85449, -0.03482,  0.00, -0.84619, -0.51807,  0.12469, -1.00,  0.40503,  0.39941
2133, 500,  0.03291, -0.02662,  0.27154, -0.66406, -0.54053, -0.5166,  0.00, -0.72705,  0.30518,  0.61523, -1.00,  0.43066,  0.38452
2134, 501,  0.04305, -0.02883,  0.26736,  0.10065, -0.85596, -0.50684,  0.00, -0.9375, -0.2522,  0.23962, -1.00,  0.41089,  0.38623
2135, 502,  0.03541, -0.03,  0.27971, -0.22815, -0.97314, -0.02559,  0.00, -0.93262,  0.21094,  0.29321, -1.00,  0.43066,  0.40332
2136, 490,  0.04741, -0.02796,  0.27452,  0.51807, -0.85449, -0.03482,  0.00, -0.84619, -0.51807,  0.12469, -1.00,  0.40503,  0.39941
2137, 502,  0.03541, -0.03,  0.27971, -0.22815, -0.97314, -0.02559,  0.00, -0.93262,  0.21094,  0.29321, -1.00,  0.43066,  0.40332
2138, 501,  0.04305, -0.02883,  0.26736,  0.10065, -0.85596, -0.50684,  0.00, -0.9375, -0.2522,  0.23962, -1.00,  0.41089,  0.38623
2139, 490,  0.04741, -0.02796,  0.27452,  0.51807, -0.85449, -0.03482,  0.00, -0.84619, -0.51807,  0.12469, -1.00,  0.40503,  0.39941
2140, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2141, 502,  0.03541, -0.03,  0.27971, -0.22815, -0.97314, -0.02559,  0.00, -0.93262,  0.21094,  0.29321, -1.00,  0.43066,  0.40332
2142, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2143, 503,  0.03598, -0.03,  0.28818,  0.13745, -0.98633,  0.09058,  0.00, -0.96973, -0.11542,  0.21521, -1.00,  0.43311,  0.42188
2144, 502,  0.03541, -0.03,  0.27971, -0.22815, -0.97314, -0.02559,  0.00, -0.93262,  0.21094,  0.29321, -1.00,  0.43066,  0.40332
2145, 503,  0.03598, -0.03,  0.28818,  0.13745, -0.98633,  0.09058,  0.00, -0.96973, -0.11542,  0.21521, -1.00,  0.43311,  0.42188
2146, 480,  0.05382, -0.02164,  0.29127,  0.32178, -0.89014, -0.323,  0.00, -0.9082, -0.38672,  0.16101, -1.00,  0.39282,  0.43457
2147, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2148, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2149, 504,  0.03112, -0.03126,  0.29269,  0.25879, -0.95752,  0.12634,  0.00, -0.90625, -0.19556,  0.37451, -1.00,  0.44482,  0.42529
2150, 503,  0.03598, -0.03,  0.28818,  0.13745, -0.98633,  0.09058,  0.00, -0.96973, -0.11542,  0.21521, -1.00,  0.43311,  0.42188
2151, 505,  0.02755, -0.02757,  0.2987,  0.21655, -0.82959,  0.51465,  0.00, -0.94824, -0.05338,  0.31299, -1.00,  0.45483,  0.43726
2152, 504,  0.03112, -0.03126,  0.29269,  0.25879, -0.95752,  0.12634,  0.00, -0.90625, -0.19556,  0.37451, -1.00,  0.44482,  0.42529
2153, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2154, 504,  0.03112, -0.03126,  0.29269,  0.25879, -0.95752,  0.12634,  0.00, -0.90625, -0.19556,  0.37451, -1.00,  0.44482,  0.42529
2155, 505,  0.02755, -0.02757,  0.2987,  0.21655, -0.82959,  0.51465,  0.00, -0.94824, -0.05338,  0.31299, -1.00,  0.45483,  0.43726
2156, 506,  0.02383, -0.03189,  0.29328, -0.09424, -0.98877,  0.11792,  0.00, -0.979,  0.11365,  0.17065, -1.00,  0.4585,  0.42236
2157, 506,  0.02383, -0.03189,  0.29328, -0.09424, -0.98877,  0.11792,  0.00, -0.979,  0.11365,  0.17065, -1.00,  0.4585,  0.42236
2158, 505,  0.02755, -0.02757,  0.2987,  0.21655, -0.82959,  0.51465,  0.00, -0.94824, -0.05338,  0.31299, -1.00,  0.45483,  0.43726
2159, 507,  0.02137, -0.02449,  0.30368, -0.20496, -0.8999,  0.3855,  0.00, -0.92969,  0.30176,  0.21021, -1.00,  0.47046,  0.44482
2160, 508,  0.0266, -0.02106,  0.31454, -0.60156, -0.76025,  0.24597,  0.00, -0.72559,  0.64844,  0.22986, -1.00,  0.46753,  0.47046
2161, 505,  0.02755, -0.02757,  0.2987,  0.21655, -0.82959,  0.51465,  0.00, -0.94824, -0.05338,  0.31299, -1.00,  0.45483,  0.43726
2162, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2163, 505,  0.02755, -0.02757,  0.2987,  0.21655, -0.82959,  0.51465,  0.00, -0.94824, -0.05338,  0.31299, -1.00,  0.45483,  0.43726
2164, 508,  0.0266, -0.02106,  0.31454, -0.60156, -0.76025,  0.24597,  0.00, -0.72559,  0.64844,  0.22986, -1.00,  0.46753,  0.47046
2165, 507,  0.02137, -0.02449,  0.30368, -0.20496, -0.8999,  0.3855,  0.00, -0.92969,  0.30176,  0.21021, -1.00,  0.47046,  0.44482
2166, 509,  0.03224, -0.03563,  0.31235, -0.55566, -0.83154,  0.009,  0.00, -0.8042,  0.54004,  0.24805, -1.00,  0.43994,  0.47168
2167, 508,  0.0266, -0.02106,  0.31454, -0.60156, -0.76025,  0.24597,  0.00, -0.72559,  0.64844,  0.22986, -1.00,  0.46753,  0.47046
2168, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2169, 506,  0.02383, -0.03189,  0.29328, -0.09424, -0.98877,  0.11792,  0.00, -0.979,  0.11365,  0.17065, -1.00,  0.4585,  0.42236
2170, 507,  0.02137, -0.02449,  0.30368, -0.20496, -0.8999,  0.3855,  0.00, -0.92969,  0.30176,  0.21021, -1.00,  0.47046,  0.44482
2171, 510,  0.01526, -0.02642,  0.29366, -0.44507, -0.85693,  0.26025,  0.00, -0.87061,  0.48218,  0.09912, -1.00,  0.47778,  0.42236
2172, 511,  0.01529, -0.02846,  0.27462,  0.34448, -0.91797, -0.19641,  0.00, -0.9209, -0.37085,  0.11877, -1.00,  0.47119,  0.38623
2173, 506,  0.02383, -0.03189,  0.29328, -0.09424, -0.98877,  0.11792,  0.00, -0.979,  0.11365,  0.17065, -1.00,  0.4585,  0.42236
2174, 510,  0.01526, -0.02642,  0.29366, -0.44507, -0.85693,  0.26025,  0.00, -0.87061,  0.48218,  0.09912, -1.00,  0.47778,  0.42236
2175, 509,  0.03224, -0.03563,  0.31235, -0.55566, -0.83154,  0.009,  0.00, -0.8042,  0.54004,  0.24805, -1.00,  0.43994,  0.47168
2176, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2177, 512,  0.03868, -0.03669,  0.3023, -0.19958, -0.92188, -0.33179,  0.00, -0.9458,  0.09283,  0.31104, -1.00,  0.42749,  0.4585
2178, 512,  0.03868, -0.03669,  0.3023, -0.19958, -0.92188, -0.33179,  0.00, -0.9458,  0.09283,  0.31104, -1.00,  0.42749,  0.4585
2179, 487,  0.03668, -0.02578,  0.29306,  0.16406, -0.97998,  0.11383,  0.00, -0.94873, -0.12524,  0.28979, -1.00,  0.43237,  0.43335
2180, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2181, 512,  0.03868, -0.03669,  0.3023, -0.19958, -0.92188, -0.33179,  0.00, -0.9458,  0.09283,  0.31104, -1.00,  0.42749,  0.4585
2182, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2183, 513,  0.05373, -0.03135,  0.31112,  0.4939, -0.86914,  0.02022,  0.00, -0.8623, -0.48682,  0.14038, -1.00,  0.4043,  0.47754
2184, 512,  0.03868, -0.03669,  0.3023, -0.19958, -0.92188, -0.33179,  0.00, -0.9458,  0.09283,  0.31104, -1.00,  0.42749,  0.4585
2185, 513,  0.05373, -0.03135,  0.31112,  0.4939, -0.86914,  0.02022,  0.00, -0.8623, -0.48682,  0.14038, -1.00,  0.4043,  0.47754
2186, 509,  0.03224, -0.03563,  0.31235, -0.55566, -0.83154,  0.009,  0.00, -0.8042,  0.54004,  0.24805, -1.00,  0.43994,  0.47168
2187, 486,  0.04725, -0.03322,  0.29934,  0.29492, -0.82861, -0.47559,  0.00, -0.91602, -0.38672,  0.10571, -1.00,  0.41357,  0.45459
2188, 488,  0.06574, -0.02169,  0.30778,  0.44678, -0.86719, -0.21936,  0.00, -0.86914, -0.47876,  0.12366, -1.00,  0.375,  0.47388
2189, 513,  0.05373, -0.03135,  0.31112,  0.4939, -0.86914,  0.02022,  0.00, -0.8623, -0.48682,  0.14038, -1.00,  0.4043,  0.47754
2190, 508,  0.0266, -0.02106,  0.31454, -0.60156, -0.76025,  0.24597,  0.00, -0.72559,  0.64844,  0.22986, -1.00,  0.46753,  0.47046
2191, 514,  0.01528, -0.01721,  0.32009, -0.39307, -0.64404,  0.65674,  0.00, -0.78906,  0.60303,  0.1189, -1.00,  0.49292,  0.47437
2192, 507,  0.02137, -0.02449,  0.30368, -0.20496, -0.8999,  0.3855,  0.00, -0.92969,  0.30176,  0.21021, -1.00,  0.47046,  0.44482
2193, 507,  0.02137, -0.02449,  0.30368, -0.20496, -0.8999,  0.3855,  0.00, -0.92969,  0.30176,  0.21021, -1.00,  0.47046,  0.44482
2194, 514,  0.01528, -0.01721,  0.32009, -0.39307, -0.64404,  0.65674,  0.00, -0.78906,  0.60303,  0.1189, -1.00,  0.49292,  0.47437
2195, 510,  0.01526, -0.02642,  0.29366, -0.44507, -0.85693,  0.26025,  0.00, -0.87061,  0.48218,  0.09912, -1.00,  0.47778,  0.42236
2196, 511,  0.01529, -0.02846,  0.27462,  0.34448, -0.91797, -0.19641,  0.00, -0.9209, -0.37085,  0.11877, -1.00,  0.47119,  0.38623
2197, 510,  0.01526, -0.02642,  0.29366, -0.44507, -0.85693,  0.26025,  0.00, -0.87061,  0.48218,  0.09912, -1.00,  0.47778,  0.42236
2198, 515,  0.01069, -0.02793,  0.27772, -0.20764, -0.96436,  0.16418,  0.00, -0.95313,  0.2373,  0.18799, -1.00,  0.48145,  0.39038
2199, 514,  0.01528, -0.01721,  0.32009, -0.39307, -0.64404,  0.65674,  0.00, -0.78906,  0.60303,  0.1189, -1.00,  0.49292,  0.47437
